FP5now FP_length5 FP3now FP_length3 control_Reads control_length
0 0 1 51 483 708
0 0 1 57 95 492
0 0 1 42 168 552
0 0 1 72 138 540
0 0 4 135 43 564
0 0 1 45 223 357
0 0 1 75 486 615
0 0 1 33 29 513
0 0 1 36 207 678
0 0 1 54 139 1524
0 0 1 45 635 1488
0 0 1 36 176 2715
0 0 1 45 271 735
0 0 2 39 129 1413
0 0 1 51 333 1074
0 0 1 48 583 1704
0 0 1 36 180 630
0 0 1 63 1153 1353
0 0 1 39 129 1539
0 0 1 39 18 354
0 0 1 54 76 651
0 0 1 39 94 678
0 0 1 45 3143 1764
0 0 1 69 32 330
0 0 2 51 71 627
0 0 1 39 737 2901
0 0 1 36 387 654
0 0 1 36 15 414
0 0 1 66 1065 1482
0 0 1 45 71 864
0 0 1 36 168 1179
0 0 1 57 70 987
0 0 1 33 951 1452
0 0 1 42 110 618
0 0 1 39 154 369
0 0 1 75 39 246
0 0 1 36 966 2082
0 0 1 48 885 1251
0 0 1 78 886 1911
0 0 1 45 519 1551
0 0 1 42 65 420
0 0 1 36 12 537
0 0 1 36 428 3783
0 0 1 60 175 441
0 0 1 42 321 258
0 0 1 39 714 1497
0 0 1 45 270 1563
0 0 1 45 561 1440
0 0 1 45 393 2103
0 0 1 63 161 408
0 0 1 54 145 384
0 0 1 45 611 657
0 0 1 48 169 1755
0 0 1 33 164 783
0 0 1 39 1446 1680
0 0 1 33 47 564
0 0 1 33 121 1902
0 0 1 36 19 513
0 0 1 54 31 372
0 0 1 36 970 1401
0 0 1 42 74 756
0 0 1 39 88 942
0 0 1 42 244 756
0 0 1 33 285 999
0 0 2 33 275 654
0 0 1 48 620 1248
0 0 1 45 244 1845
0 0 1 45 120 510
0 0 1 39 209 1314
0 0 1 33 55 474
0 0 1 42 83 366
0 0 1 39 151 1911
0 0 1 54 111 936
0 0 1 72 125 1071
0 0 1 33 124 612
0 0 1 45 1711 1227
0 0 2 48 21 945
0 0 1 51 9 276
0 0 1 42 174 1206
0 0 1 42 385 1746
0 0 1 87 22 654
0 0 2 36 259 564
0 0 1 57 243 729
0 0 1 45 350 1218
0 0 1 36 270 1962
0 0 1 60 231 1266
0 0 1 36 1980 2256
0 0 1 45 378 594
0 0 1 33 51 864
0 0 1 39 178 1317
0 0 1 63 74 699
0 0 1 36 10 279
0 0 1 42 325 684
0 0 1 75 167 498
0 0 1 48 6202 1797
0 0 1 39 342 1236
0 0 1 42 980 1137
0 0 1 48 19 438
0 0 1 42 421 1875
0 0 1 81 631 1503
0 0 1 96 878 1185
0 0 1 36 151 1920
0 0 1 90 260 480
0 0 1 33 135 1074
0 0 1 33 112 447
0 0 2 39 43 1071
0 0 1 48 105 984
0 0 1 36 102 1908
0 0 1 36 164 660
0 0 1 33 39 411
0 0 1 54 160 876
0 0 1 45 113 867
0 0 1 48 80 585
0 0 1 39 0 243
0 0 1 48 2070 642
0 0 1 42 58 432
0 0 1 39 50 1194
0 0 1 42 548 573
0 0 1 33 83 1131
0 0 1 33 623 1161
0 0 1 57 438 513
0 0 1 42 138 495
0 0 1 39 829 2277
0 0 1 42 1239 1614
0 0 1 48 754 1176
0 0 1 39 732 627
0 0 1 33 486 1005
0 0 1 33 40 939
0 0 1 33 94 876
0 0 1 45 57 558
0 0 1 36 653 759
0 0 1 39 60 1011
0 0 1 54 32 483
0 0 1 39 577 1002
0 0 1 48 1521 1701
0 0 1 45 375 1575
0 0 1 39 96 1392
0 0 2 132 126 1230
0 0 1 36 13 678
0 0 1 48 424 1119
0 0 1 60 205 1329
0 0 1 39 440 675
0 0 1 36 567 1857
0 0 1 36 183 1566
0 0 1 51 44 534
0 0 1 45 419 453
0 0 1 57 396 1770
0 0 1 33 151 972
0 0 1 54 573 672
0 0 1 51 76 741
0 0 1 42 158 555
0 0 1 54 278 1206
0 0 2 84 74 606
0 0 1 165 17 648
0 0 1 81 96 969
0 0 1 36 24 495
0 0 1 39 344 1308
0 0 1 39 280 696
0 0 1 93 40 399
0 0 1 63 97 1140
0 0 1 63 26 1056
0 0 1 54 724 2001
0 0 1 45 71 1212
0 0 1 54 105 789
0 0 1 51 806 1521
0 0 1 72 620 1542
0 0 1 39 120 1335
0 0 1 42 24 516
0 0 1 42 3377 978
0 0 1 36 307 1704
0 0 1 42 133 393
0 0 1 57 136 990
0 0 1 39 67 1236
0 0 1 57 175 1098
0 0 1 42 147 1089
0 0 1 57 121 774
0 0 1 42 1639 1038
0 0 1 36 263 1875
0 0 1 33 217 1857
0 0 1 33 324 2493
0 0 1 81 282 669
0 0 1 48 47 351
0 0 1 45 61 819
0 0 1 33 348 1317
0 0 1 33 520 597
0 0 1 33 1536 2259
0 0 1 51 401 972
0 0 1 51 129 1047
0 0 1 39 103 1386
0 0 1 33 686 1542
0 0 1 42 281 1611
0 0 1 45 874 501
0 0 1 57 260 888
0 0 1 63 153 1350
0 0 1 51 77 492
0 0 1 45 330 696
0 0 1 54 775 696
0 0 1 48 410 1290
0 0 1 36 181 930
0 0 1 33 20 588
0 0 1 72 17 213
0 0 1 78 38 918
0 0 1 39 102 999
0 0 1 48 558 933
0 0 1 48 339 840
0 0 1 42 2330 1764
0 0 1 45 103 1203
0 0 1 51 1699 1476
0 0 1 39 93 672
0 0 1 81 594 1692
0 0 1 36 0 318
0 0 1 42 18 1317
0 0 1 54 194 2064
0 0 1 36 282 1203
0 0 1 33 65 747
0 0 1 57 294 1263
0 0 1 63 4601 1164
0 0 1 45 145 768
0 0 2 36 40 414
0 0 1 45 572 2457
0 0 1 36 12919 2133
0 0 1 48 14 429
0 0 1 48 200 1155
0 0 1 42 28 711
0 0 1 39 188 780
0 0 1 51 221 1356
0 0 1 42 400 1005
0 0 1 42 85 591
0 0 1 54 873 702
0 0 1 39 209 1134
0 0 1 33 158 2271
0 0 1 42 345 1149
0 0 1 69 2136 978
0 0 1 36 835 1098
0 0 1 33 888 735
0 0 1 48 259 531
0 0 1 33 15 513
0 0 1 33 380 1185
0 0 1 45 131 1386
0 0 1 48 2552 5100
0 0 1 48 98 285
0 0 2 39 57 762
0 0 1 36 212 837
0 0 1 42 405 465
0 0 1 72 8 303
0 0 1 39 1887 5187
0 0 1 42 687 1452
0 0 1 42 94 1311
0 0 1 39 737 1098
0 0 1 57 653 1308
0 0 1 33 316 3669
0 0 1 54 42 183
0 0 1 48 490 1899
0 0 1 54 649 2346
0 0 1 45 186 2517
0 0 1 54 3120 1383
0 0 1 39 619 1260
0 0 1 66 40 471
0 0 1 42 328 1014
0 0 1 39 254 1167
0 0 1 45 104 633
0 0 1 33 17 1143
0 0 1 42 1372 1686
0 0 1 39 482 1710
0 0 1 36 34 468
0 0 1 66 188 1020
0 0 1 45 870 1167
0 0 1 33 338 1443
0 0 1 33 698 1602
0 0 1 48 2899 1503
0 0 1 45 852 2829
0 0 1 69 549 1359
0 0 1 33 1162 1080
0 0 1 39 64 972
0 0 1 39 988 2256
0 0 2 39 361 1722
0 0 1 54 163 678
0 0 1 60 349 573
0 0 1 39 3180 942
0 0 1 42 875 1392
0 0 1 57 23 681
0 0 1 48 354 939
0 0 1 33 320 1299
0 0 1 39 176 1098
0 0 1 39 254 816
0 0 1 51 168 531
0 0 1 57 127 534
0 0 1 36 106 1233
0 0 1 51 448 1242
0 0 1 51 898 2034
0 0 1 60 472 1398
0 0 1 45 186 1122
0 0 1 45 241 1296
0 0 1 36 3135 1455
0 0 1 39 79 348
0 0 1 60 323 381
0 0 1 33 5525 657
0 0 1 36 85 579
0 0 1 42 492 1803
0 0 1 33 126 1107
0 0 1 42 5009 1785
0 0 1 54 91 519
0 0 1 72 113 552
0 0 1 39 15 570
0 0 1 45 4 462
0 0 1 48 128 789
0 0 1 60 55 555
0 0 1 60 46 966
0 0 1 39 973 3654
0 0 1 51 165 795
0 0 1 42 226 684
0 0 1 39 320 2319
0 0 1 33 2506 1149
0 0 1 51 2993 1212
0 0 1 69 34 1680
0 0 1 45 224 1260
0 0 1 45 107 702
0 0 1 36 326 1902
0 0 1 39 38 360
0 0 1 51 57 1056
0 0 1 48 270 2880
0 0 1 45 495 468
0 0 1 42 602 1152
0 0 1 48 455 2430
0 0 1 66 458 2559
0 0 1 57 977 1023
0 0 1 39 413 1119
0 0 1 54 123 708
0 0 1 39 756 1914
0 0 1 33 246 648
0 0 1 39 395 2073
0 0 1 39 99 759
0 0 1 45 219 747
0 0 1 48 122 480
0 0 1 69 214 726
0 0 1 39 340 930
0 0 1 51 484 2670
0 0 1 45 468 993
0 0 1 69 202 489
0 0 1 66 60 534
0 0 1 36 1081 1218
0 0 2 42 547 2292
0 0 1 69 454 1608
0 0 1 51 1569 2304
0 0 1 36 33 321
0 0 1 63 85 882
0 0 1 36 16 609
0 0 1 45 2903 1428
0 0 1 54 116 420
0 0 1 51 10240 2427
0 0 1 60 414 1290
0 0 1 36 270 990
0 0 1 36 391 951
0 0 1 57 90 450
0 0 1 42 18 600
0 0 1 33 524 1404
0 0 1 45 732 2253
0 0 1 54 157 1062
0 0 1 33 56 402
0 0 1 36 66 207
0 0 1 51 25 582
0 0 1 48 469 1083
0 0 1 42 208 594
0 0 1 33 216 801
0 0 1 66 555 954
0 0 1 39 5639 1386
0 0 1 33 7 279
0 0 1 42 655 2976
0 0 1 42 586 1317
0 0 1 36 58 840
0 0 1 36 481 1209
0 0 1 33 205 939
0 0 1 36 485 948
0 0 1 48 258 1548
0 0 1 48 917 366
0 0 1 33 55 693
0 0 1 42 439 906
0 0 2 36 436 1443
0 0 1 48 1905 1077
0 0 1 57 516 2772
0 0 1 57 1231 255
0 0 1 51 499 702
0 0 1 54 1380 1515
0 0 1 57 400 657
0 0 1 42 179 825
0 0 1 66 253 1398
0 0 1 54 1372 1029
0 0 1 69 490 771
0 0 1 39 85 1047
0 0 1 57 2582 1365
0 0 1 54 519 1008
0 0 1 36 34 585
0 0 1 93 32 357
0 0 2 42 466 1773
0 0 1 33 141 1722
0 0 1 42 90 504
0 0 1 42 208 501
0 0 1 33 182 240
0 0 1 60 237 522
0 0 1 75 2 297
0 0 1 42 55 924
0 0 1 42 52 408
0 0 1 63 608 747
0 0 1 60 77 621
0 0 1 57 296 897
0 0 1 54 789 1686
0 0 1 60 617 897
0 0 1 45 282 639
0 0 1 45 57 441
0 0 1 33 126 729
0 0 1 45 126 1194
0 0 1 36 450 1659
0 0 1 45 173 597
0 0 1 33 542 1194
0 0 1 57 444 1278
0 0 1 42 266 1647
0 0 1 48 352 1011
0 0 1 69 385 948
0 0 1 57 397 1260
0 0 1 45 237 1737
0 0 1 48 269 2016
0 0 1 42 868 1410
0 0 1 42 3425 3531
0 0 1 33 1521 1539
0 0 1 39 1123 3087
0 0 1 39 275 1521
0 0 1 42 87 771
0 0 1 48 5927 1086
0 0 1 36 162 342
0 0 1 42 55 387
0 0 1 33 3 399
0 0 1 36 417 717
0 0 1 33 53 1101
0 0 1 54 584 1173
0 0 1 45 128 2331
0 0 1 45 435 759
0 0 1 51 1974 699
0 0 1 42 131 1107
0 0 1 48 111 627
0 0 1 36 231 1344
0 0 1 48 263 1494
0 0 1 42 265 915
0 0 1 78 535 474
0 0 1 48 353 2118
0 0 1 51 68 999
0 0 1 45 84 789
0 0 1 42 467 1137
0 0 2 39 49 387
0 0 1 33 29 432
0 0 1 45 41472 2412
0 0 1 57 3024 1314
0 0 1 33 171 756
0 0 1 51 249 999
0 0 1 42 1464 1305
0 0 1 42 231 807
0 0 1 36 25 816
0 0 1 48 3945 1248
0 0 1 42 129 672
0 0 1 33 98 1218
0 0 2 48 103 414
0 0 1 57 805 747
0 0 1 42 1473 1686
0 0 1 33 228 501
0 0 1 33 707 357
0 0 1 39 270 861
0 0 1 51 382 2367
0 0 1 36 374 1515
0 0 1 36 135 381
0 0 1 45 189 807
0 0 1 51 1352 678
0 0 1 42 577 555
0 0 1 45 96 693
0 0 1 45 129 1104
0 0 1 36 87 1293
0 0 1 36 375 1062
0 0 1 45 1771 2691
0 0 1 75 348 477
0 0 1 57 653 1020
0 0 1 42 79 1857
0 0 1 48 59 264
0 0 1 51 837 1614
0 0 1 45 37 528
0 0 1 57 697 1920
0 0 1 54 8 276
0 0 1 51 200 714
0 0 1 60 329 864
0 0 2 45 69 444
0 0 1 72 281 948
0 0 1 39 380 1704
0 0 1 42 2008 1029
0 0 1 45 178 915
0 0 1 45 1178 1383
0 0 1 48 44 1137
0 0 1 36 1000 1218
0 0 1 54 30 624
0 0 1 36 73 528
0 0 1 51 2628 630
0 0 1 48 322 618
0 0 2 36 1110 606
0 0 1 42 937 1614
0 0 1 42 1162 2832
0 0 1 45 125 756
0 0 1 69 283 705
0 0 1 36 221 1083
0 0 1 45 66 837
0 0 1 90 736 795
0 0 1 33 888 297
0 0 2 33 327 2073
0 0 1 48 110 717
0 0 1 33 68 705
0 0 1 63 17 483
0 0 2 54 25 438
0 0 1 39 129 1191
0 0 1 39 408 1527
0 0 2 33 268 225
0 0 2 33 342 1503
0 0 1 42 104 1446
0 0 1 36 498 504
0 0 1 87 122 567
0 0 1 51 1206 903
0 0 1 42 40 606
0 0 1 51 123 495
0 0 1 36 150 975
0 0 1 51 614 1539
0 0 1 36 2253 1098
0 0 1 42 482 501
0 0 2 42 207 429
0 0 1 54 287 1533
0 0 1 42 537 1545
0 0 1 42 211 936
0 0 1 54 507 1386
0 0 1 57 23 417
0 0 1 36 8046 2019
0 0 1 51 202 1413
0 0 1 42 73 1458
0 0 2 63 215 534
0 0 1 45 1116 1050
0 0 1 45 294 1383
0 0 1 36 437 612
0 0 1 51 152 1023
0 0 1 42 2895 1719
0 0 1 36 388 801
0 0 1 42 5918 972
0 0 1 51 64 828
0 0 1 42 7812 2178
0 0 1 45 570 2439
0 0 1 51 1523 918
0 0 2 39 45 375
0 0 1 45 503 1752
0 0 1 51 1151 1851
0 0 1 33 157 366
0 0 1 57 150 963
0 0 1 36 118 990
0 0 1 33 115 366
0 0 1 60 92 381
0 0 1 39 76 594
0 0 1 42 492 702
0 0 2 45 187 756
0 0 1 54 93 471
0 0 1 57 102 1416
0 0 1 39 322 366
0 0 1 57 475 1143
0 0 1 72 2497 1251
0 0 1 33 194 1299
0 0 1 48 2180 1377
0 0 1 42 236 462
0 0 1 48 538 2169
0 0 1 33 822 1266
0 0 1 36 261 1836
